EmployeeID,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
140,35,Travel_Frequently,4630,Human Resources,24,5,Marketing,1,140,2,Female,383,2,2,Human Resources,4,Single,99878,11521,5,Y,No,21,2,2,80,4,34,5,2,12,10,5,11,No
141,53,Travel_Frequently,1436,Sales,1,4,Medical,1,141,3,Male,128,2,3,Sales Representative,4,Single,162779,11391,4,Y,No,4,1,3,80,1,34,0,4,15,11,14,3,No
142,32,Travel_Rarely,2706,Research & Development,26,3,Other,1,142,3,Male,106,3,2,Research Director,2,Divorced,179638,16518,3,Y,No,20,3,2,80,1,18,3,1,11,2,10,1,No
143,50,Travel_Rarely,1023,Sales,11,4,Human Resources,1,143,3,Male,120,2,3,Sales Executive,3,Divorced,108880,3666,9,Y,Yes,21,3,4,80,4,35,2,2,3,0,2,1,Yes
144,50,Non-Travel,3717,Human Resources,11,3,Marketing,1,144,1,Female,211,4,5,Human Resources,4,Divorced,119033,2288,1,Y,No,21,3,4,80,1,39,4,3,5,1,0,5,No
145,25,Travel_Frequently,2825,Research & Development,16,1,Marketing,1,145,1,Male,264,1,1,Manager,3,Single,77263,19628,8,Y,No,0,1,2,80,1,27,6,3,6,0,1,4,No
146,59,Non-Travel,1729,Research & Development,26,3,Other,1,146,3,Male,394,2,3,Manager,4,Married,189842,14715,7,Y,Yes,20,4,4,80,2,1,3,1,2,2,0,2,Yes
147,57,Travel_Frequently,2234,Sales,20,1,Marketing,1,147,3,Female,295,4,1,Manager,1,Married,163513,7122,8,Y,Yes,7,2,4,80,4,18,5,1,2,0,1,2,Yes
148,18,Travel_Frequently,4700,Research & Development,24,3,Medical,1,148,1,Female,362,2,2,Healthcare Representative,4,Single,42305,9234,9,Y,Yes,8,2,1,80,1,36,6,3,0,0,1,0,Yes
149,34,Travel_Frequently,1960,Sales,4,3,Other,1,149,3,Male,199,3,4,Sales Executive,4,Married,61751,12759,9,Y,No,21,3,2,80,4,36,2,3,3,2,3,1,No
150,32,Travel_Rarely,2824,Sales,12,3,Technical Degree,1,150,2,Male,189,1,3,Sales Executive,3,Single,177991,19649,3,Y,No,8,1,1,80,0,32,5,3,11,0,9,9,No
151,31,Travel_Frequently,4003,Research & Development,28,3,Medical,1,151,2,Female,356,1,4,Research Director,4,Married,154597,18455,0,Y,Yes,21,2,2,80,4,8,3,3,0,0,0,0,No
152,40,Non-Travel,3738,Research & Development,7,5,Marketing,1,152,1,Female,340,4,1,Manager,2,Single,67362,12619,1,Y,No,22,3,3,80,4,34,4,3,1,0,1,1,No
153,51,Travel_Rarely,2994,Research & Development,26,4,Other,1,153,4,Male,356,2,4,Research Scientist,2,Single,108652,9536,1,Y,No,16,3,2,80,1,11,1,3,8,5,1,3,No
154,25,Non-Travel,1523,Research & Development,19,5,Medical,1,154,2,Male,362,1,5,Healthcare Representative,2,Single,187007,3832,2,Y,No,8,2,4,80,4,36,5,4,7,0,4,1,Yes
155,48,Travel_Frequently,2083,Sales,6,3,Technical Degree,1,155,2,Male,217,4,4,Manager,4,Single,54713,5557,0,Y,Yes,6,4,2,80,4,6,1,2,15,15,1,3,No
156,26,Travel_Frequently,3170,Sales,14,2,Technical Degree,1,156,4,Female,279,1,4,Manager,4,Single,10314,10340,7,Y,No,24,2,1,80,2,38,4,3,8,6,4,3,No
157,18,Non-Travel,2745,Sales,21,5,Marketing,1,157,3,Female,374,4,5,Manager,2,Married,146252,11029,6,Y,Yes,24,2,4,80,4,35,3,4,0,0,1,1,Yes
158,54,Travel_Frequently,4888,Sales,6,1,Medical,1,158,1,Female,273,1,2,Sales Representative,2,Married,194941,2173,1,Y,No,4,4,4,80,0,4,2,2,11,3,5,1,No
159,43,Non-Travel,4483,Research & Development,22,5,Marketing,1,159,2,Male,117,2,5,Manager,1,Single,182012,3181,5,Y,No,7,1,2,80,0,17,6,4,19,12,11,12,No
160,51,Travel_Rarely,1926,Research & Development,20,2,Technical Degree,1,160,3,Female,394,1,3,Laboratory Technician,1,Single,194450,15340,8,Y,Yes,3,1,3,80,2,7,6,3,0,1,1,1,Yes
161,33,Travel_Rarely,3595,Human Resources,26,2,Human Resources,1,161,4,Male,261,4,3,Manager,1,Divorced,130284,19552,0,Y,No,22,3,2,80,2,5,3,1,10,10,5,1,Yes
162,48,Non-Travel,1961,Research & Development,24,2,Marketing,1,162,2,Male,217,2,2,Laboratory Technician,3,Divorced,102677,13666,2,Y,Yes,24,1,1,80,0,31,4,2,10,0,8,0,No
163,57,Travel_Frequently,2147,Research & Development,13,2,Other,1,163,4,Male,127,4,4,Healthcare Representative,3,Divorced,139064,3067,8,Y,No,11,4,2,80,3,7,5,2,10,8,7,5,No
164,31,Non-Travel,2103,Research & Development,16,5,Marketing,1,164,3,Female,194,4,4,Research Scientist,3,Single,162307,15732,5,Y,Yes,11,4,3,80,3,11,4,2,6,1,4,5,No
165,35,Travel_Frequently,1612,Sales,16,1,Medical,1,165,2,Female,355,2,5,Sales Executive,4,Divorced,155579,12345,7,Y,No,9,3,1,80,3,6,5,2,7,2,0,3,No
166,58,Travel_Rarely,2409,Research & Development,1,4,Life Sciences,1,166,3,Female,201,2,3,Manager,3,Married,127926,12652,8,Y,No,15,4,1,80,3,39,2,3,3,3,1,1,No
167,44,Travel_Rarely,2297,Research & Development,21,3,Human Resources,1,167,1,Female,302,3,4,Healthcare Representative,1,Married,170513,19070,7,Y,No,13,2,2,80,0,8,5,2,20,7,8,2,No
168,24,Travel_Frequently,4133,Sales,3,1,Marketing,1,168,1,Male,143,4,3,Sales Representative,4,Single,26722,10106,4,Y,No,14,2,2,80,4,10,0,1,0,0,1,1,No
169,52,Travel_Frequently,3186,Research & Development,10,3,Technical Degree,1,169,4,Male,145,4,3,Manager,2,Married,153797,15507,4,Y,No,4,3,1,80,0,33,6,4,8,2,5,4,No
170,49,Travel_Frequently,2530,Research & Development,7,4,Other,1,170,3,Female,302,2,2,Research Scientist,4,Divorced,88541,14770,6,Y,Yes,7,3,1,80,3,40,1,2,15,8,9,8,No
171,29,Travel_Rarely,1769,Research & Development,11,1,Medical,1,171,4,Male,373,1,2,Research Scientist,4,Single,85915,11244,4,Y,Yes,4,4,1,80,1,5,1,3,2,0,1,0,No
172,49,Non-Travel,1229,Research & Development,9,4,Life Sciences,1,172,3,Female,192,2,3,Healthcare Representative,1,Married,131552,2413,1,Y,No,24,2,4,80,3,15,5,1,11,0,3,7,No
173,51,Non-Travel,4050,Research & Development,18,5,Life Sciences,1,173,3,Female,346,3,2,Research Scientist,3,Married,133948,3706,3,Y,No,3,2,4,80,2,0,1,2,6,6,2,4,No
174,18,Non-Travel,1645,Sales,16,1,Human Resources,1,174,2,Female,130,1,3,Sales Executive,4,Divorced,162325,7043,8,Y,No,25,1,2,80,3,14,2,3,0,1,1,0,No
175,40,Travel_Rarely,1777,Sales,19,2,Other,1,175,4,Female,265,4,3,Sales Representative,4,Divorced,75718,7254,1,Y,No,16,2,4,80,2,16,4,3,4,2,3,0,No
176,42,Travel_Frequently,4961,Research & Development,18,4,Medical,1,176,2,Female,382,2,5,Research Director,3,Married,14907,12570,6,Y,No,20,3,1,80,0,33,5,3,5,0,0,1,No
177,30,Travel_Frequently,3417,Sales,9,1,Marketing,1,177,4,Male,136,1,2,Sales Executive,1,Divorced,137236,18102,1,Y,Yes,14,1,3,80,4,26,6,4,1,1,0,1,No
178,37,Non-Travel,1791,Research & Development,17,2,Other,1,178,1,Male,385,4,1,Research Scientist,1,Divorced,66596,13729,7,Y,No,22,4,1,80,1,11,4,2,2,1,2,1,No
179,56,Travel_Rarely,4383,Research & Development,24,3,Other,1,179,3,Male,388,2,4,Research Director,3,Divorced,102359,10325,5,Y,No,14,4,4,80,0,2,2,4,14,9,0,8,No
180,18,Travel_Frequently,3278,Sales,19,5,Medical,1,180,1,Male,119,4,3,Sales Representative,3,Single,68166,6535,4,Y,Yes,11,2,2,80,2,19,0,3,0,1,0,0,No
181,29,Travel_Frequently,2562,Research & Development,3,1,Marketing,1,181,3,Female,322,4,1,Manager,1,Single,190773,2374,6,Y,No,1,3,1,80,2,34,4,1,7,2,5,3,No
182,43,Travel_Rarely,1606,Sales,5,3,Life Sciences,1,182,2,Female,392,1,5,Manager,1,Married,166010,10603,1,Y,No,12,4,2,80,1,30,4,4,14,3,7,6,No
183,53,Travel_Frequently,1366,Research & Development,4,4,Technical Degree,1,183,3,Female,278,2,3,Laboratory Technician,1,Married,147428,2793,4,Y,Yes,5,3,4,80,4,9,3,4,19,1,7,6,Yes
184,23,Non-Travel,2249,Research & Development,15,4,Life Sciences,1,184,3,Female,207,2,2,Laboratory Technician,2,Divorced,24296,19146,4,Y,Yes,17,4,2,80,0,24,4,1,0,0,1,0,Yes
185,57,Travel_Frequently,4490,Sales,22,3,Life Sciences,1,185,1,Male,249,4,2,Sales Executive,1,Married,23915,18663,1,Y,No,10,4,1,80,1,12,4,4,8,7,8,0,No
186,37,Travel_Rarely,3560,Sales,10,2,Other,1,186,1,Female,131,3,4,Manager,2,Single,138432,11181,3,Y,No,4,3,4,80,1,5,5,3,10,6,8,10,No
187,44,Non-Travel,3672,Research & Development,5,5,Other,1,187,3,Male,170,3,5,Laboratory Technician,3,Single,160181,16092,2,Y,Yes,20,2,3,80,0,35,4,4,7,1,2,5,No
188,19,Non-Travel,1437,Research & Development,5,2,Life Sciences,1,188,4,Female,390,2,5,Laboratory Technician,3,Single,118538,9566,0,Y,No,11,1,4,80,1,32,6,3,1,1,1,0,Yes
189,48,Travel_Rarely,1911,Research & Development,24,2,Medical,1,189,4,Male,190,4,5,Manager,1,Married,52935,12646,7,Y,Yes,7,4,4,80,0,38,5,1,4,3,2,3,No
190,56,Non-Travel,4595,Research & Development,8,5,Other,1,190,1,Female,120,4,5,Research Director,1,Divorced,147686,3615,3,Y,No,9,4,4,80,2,18,3,4,17,5,13,9,No
191,51,Travel_Frequently,4841,Research & Development,29,5,Medical,1,191,1,Female,311,3,4,Research Scientist,4,Single,131524,7861,7,Y,No,18,2,4,80,0,16,2,1,4,1,0,0,No
192,58,Non-Travel,4146,Sales,6,3,Other,1,192,2,Male,183,2,2,Sales Representative,4,Divorced,32362,3681,6,Y,No,9,3,4,80,2,40,1,4,11,1,2,3,No
193,18,Travel_Frequently,2948,Sales,15,4,Technical Degree,1,193,4,Male,103,2,5,Sales Representative,1,Married,140450,8803,0,Y,No,5,2,1,80,2,2,1,2,0,0,1,1,Yes
194,24,Travel_Rarely,4815,Human Resources,2,1,Marketing,1,194,2,Female,288,4,1,Human Resources,3,Married,56726,4127,4,Y,Yes,15,2,1,80,2,21,4,4,3,3,1,1,No
195,54,Travel_Rarely,2063,Research & Development,17,5,Other,1,195,3,Female,166,4,5,Research Scientist,4,Divorced,148660,18309,7,Y,No,25,2,2,80,2,12,0,4,20,3,0,14,No
196,31,Travel_Frequently,1869,Research & Development,1,2,Human Resources,1,196,1,Female,230,1,3,Research Scientist,4,Married,171299,18603,8,Y,No,10,1,1,80,2,21,3,3,12,11,9,9,No
197,30,Travel_Rarely,1636,Human Resources,21,4,Other,1,197,4,Female,336,4,1,Human Resources,4,Divorced,98588,11808,9,Y,No,23,3,1,80,1,36,5,1,5,2,2,0,No
198,19,Travel_Rarely,3888,Human Resources,28,3,Human Resources,1,198,4,Male,239,4,1,Manager,2,Married,108367,9787,5,Y,No,14,3,2,80,4,19,1,2,1,0,1,0,No
199,46,Travel_Frequently,4579,Research & Development,17,3,Marketing,1,199,2,Male,150,2,2,Research Scientist,2,Divorced,16536,3197,7,Y,No,12,1,1,80,2,2,5,3,16,2,10,14,No
200,51,Travel_Rarely,2133,Research & Development,18,3,Technical Degree,1,200,2,Male,239,2,2,Research Scientist,3,Married,15893,5750,0,Y,No,19,1,2,80,4,22,4,3,9,5,4,2,No
201,54,Travel_Rarely,4699,Human Resources,22,1,Life Sciences,1,201,4,Female,127,1,4,Manager,3,Married,54898,7864,9,Y,Yes,18,4,3,80,2,21,6,1,7,3,1,7,Yes
202,47,Non-Travel,4527,Research & Development,29,5,Marketing,1,202,4,Female,300,2,3,Research Scientist,4,Married,129428,16853,7,Y,No,0,1,4,80,0,22,3,2,3,3,1,2,No
203,54,Travel_Frequently,2888,Research & Development,13,5,Technical Degree,1,203,3,Male,224,2,4,Research Director,1,Married,143155,4164,5,Y,Yes,6,4,4,80,4,21,4,1,4,1,1,0,No
204,49,Travel_Rarely,1285,Research & Development,20,1,Human Resources,1,204,1,Female,267,4,1,Research Director,3,Single,165232,9130,2,Y,No,18,1,2,80,1,28,4,4,3,2,3,3,No
205,38,Travel_Frequently,1033,Sales,20,5,Technical Degree,1,205,4,Male,250,1,3,Manager,3,Divorced,159494,3740,0,Y,No,22,3,1,80,2,1,1,3,9,6,9,6,No
206,43,Travel_Rarely,4454,Research & Development,12,4,Medical,1,206,4,Female,164,2,1,Manager,2,Single,124082,2514,2,Y,No,23,4,4,80,1,5,1,2,12,10,12,6,No
207,45,Non-Travel,2739,Research & Development,20,1,Other,1,207,4,Female,221,3,4,Research Director,4,Divorced,57132,14024,0,Y,No,1,4,3,80,0,37,3,4,19,2,4,16,No
208,47,Travel_Frequently,4933,Human Resources,22,1,Human Resources,1,208,2,Female,127,3,5,Manager,1,Single,30508,17363,7,Y,No,16,4,3,80,3,22,6,4,16,9,9,5,No
209,37,Travel_Rarely,4313,Sales,24,5,Life Sciences,1,209,2,Female,348,1,2,Manager,4,Divorced,78273,4518,4,Y,Yes,8,2,3,80,2,16,0,1,18,3,5,18,No
210,41,Non-Travel,2404,Research & Development,3,2,Other,1,210,4,Male,353,4,4,Manager,2,Single,78485,16423,2,Y,No,6,3,1,80,2,7,0,2,5,1,3,3,No
211,52,Travel_Rarely,1048,Research & Development,10,4,Technical Degree,1,211,4,Female,371,1,1,Manager,4,Divorced,109562,13594,6,Y,No,19,3,3,80,2,17,6,3,7,1,4,6,No
212,55,Non-Travel,1048,Research & Development,14,1,Other,1,212,3,Male,328,3,2,Laboratory Technician,2,Divorced,146302,11283,4,Y,No,6,1,1,80,4,5,0,1,6,4,5,6,No
213,58,Travel_Frequently,3318,Sales,26,2,Life Sciences,1,213,2,Male,229,3,4,Manager,1,Divorced,195617,4481,7,Y,No,8,4,3,80,2,10,6,4,3,0,2,0,No
214,21,Non-Travel,3643,Research & Development,16,1,Medical,1,214,4,Female,211,1,4,Healthcare Representative,1,Divorced,79380,10486,1,Y,Yes,1,1,1,80,4,16,6,2,2,1,0,1,No
215,18,Travel_Frequently,3898,Sales,25,4,Technical Degree,1,215,3,Female,306,1,5,Manager,2,Single,184222,2108,6,Y,No,22,4,1,80,4,34,2,4,0,1,1,1,No
216,23,Travel_Rarely,3653,Sales,7,2,Other,1,216,1,Male,296,2,3,Manager,3,Divorced,150149,14782,1,Y,No,20,3,4,80,0,40,3,4,2,2,0,0,No
217,55,Non-Travel,1151,Sales,11,1,Marketing,1,217,4,Male,307,1,2,Sales Executive,3,Divorced,138249,19141,7,Y,No,21,2,2,80,0,2,5,4,7,2,7,0,No
218,20,Non-Travel,2868,Research & Development,20,2,Other,1,218,2,Male,154,1,4,Research Director,1,Divorced,193840,9227,1,Y,No,25,2,4,80,2,25,2,1,0,0,0,1,No
219,20,Non-Travel,3852,Research & Development,12,5,Medical,1,219,3,Female,224,1,2,Laboratory Technician,1,Single,55468,14325,2,Y,No,0,4,1,80,0,0,1,2,2,0,2,2,No
220,44,Non-Travel,3500,Research & Development,23,1,Other,1,220,3,Male,355,1,3,Healthcare Representative,2,Married,191497,15722,0,Y,Yes,17,2,2,80,0,33,0,4,15,11,7,14,No
221,35,Travel_Frequently,4779,Research & Development,2,1,Human Resources,1,221,4,Female,245,2,4,Laboratory Technician,2,Married,60782,12954,9,Y,Yes,25,4,1,80,0,3,4,4,1,0,0,0,Yes
222,22,Travel_Rarely,1942,Research & Development,25,1,Marketing,1,222,4,Male,150,2,4,Research Scientist,3,Single,199111,14305,3,Y,No,2,4,4,80,0,27,1,2,1,0,1,0,No
223,47,Travel_Frequently,3329,Research & Development,2,3,Medical,1,223,2,Male,338,4,4,Laboratory Technician,3,Single,175680,13258,3,Y,No,9,2,2,80,4,35,6,3,6,1,0,3,No
224,31,Non-Travel,2015,Research & Development,11,4,Other,1,224,1,Male,176,1,4,Manager,3,Single,134122,3312,7,Y,No,23,1,4,80,4,25,3,4,9,1,7,7,No
225,18,Travel_Frequently,2248,Sales,6,4,Other,1,225,2,Male,332,4,2,Manager,3,Divorced,67149,15282,2,Y,Yes,25,3,4,80,0,40,0,1,0,1,1,0,Yes
226,57,Travel_Frequently,2490,Sales,29,1,Life Sciences,1,226,3,Female,287,4,5,Sales Representative,1,Single,160792,13979,5,Y,No,5,1,2,80,1,21,1,1,17,17,3,15,No
227,31,Travel_Rarely,2414,Research & Development,15,4,Other,1,227,4,Male,340,3,4,Research Director,3,Divorced,69097,14063,1,Y,No,6,4,1,80,0,25,1,3,12,4,1,1,Yes
228,27,Travel_Frequently,4816,Sales,5,4,Marketing,1,228,3,Female,327,1,3,Sales Executive,1,Single,49452,4062,0,Y,No,25,2,3,80,3,37,2,4,7,5,7,7,No
229,26,Non-Travel,1607,Research & Development,12,3,Technical Degree,1,229,4,Male,182,3,2,Research Director,2,Single,55019,7029,2,Y,No,7,1,1,80,2,36,1,3,4,3,2,2,No
230,20,Non-Travel,3185,Sales,10,1,Life Sciences,1,230,3,Female,355,2,4,Manager,2,Married,93084,7113,0,Y,No,23,3,3,80,3,18,6,4,2,2,2,0,No
231,39,Travel_Frequently,4444,Research & Development,8,4,Marketing,1,231,1,Male,267,1,5,Manager,2,Divorced,135562,8394,9,Y,No,16,2,3,80,1,1,0,3,3,3,0,3,Yes
232,56,Travel_Rarely,2514,Sales,13,3,Life Sciences,1,232,4,Female,276,3,3,Sales Representative,3,Married,144101,4870,3,Y,No,23,4,4,80,3,18,1,2,19,13,13,4,No
233,23,Travel_Rarely,3616,Research & Development,9,4,Medical,1,233,1,Female,390,2,2,Research Director,3,Single,64469,14509,4,Y,No,17,4,1,80,2,37,2,4,1,1,1,0,Yes
234,27,Travel_Rarely,4714,Sales,23,2,Life Sciences,1,234,1,Male,241,4,1,Sales Executive,4,Divorced,88687,13854,9,Y,No,15,4,3,80,3,7,2,3,4,4,4,0,No
235,55,Travel_Rarely,2718,Research & Development,21,3,Life Sciences,1,235,3,Female,249,1,5,Laboratory Technician,2,Single,48308,8004,1,Y,No,19,2,3,80,2,19,2,2,1,1,0,1,Yes
236,26,Non-Travel,1419,Research & Development,7,2,Other,1,236,4,Male,196,1,4,Research Scientist,4,Married,83771,4503,1,Y,No,4,1,4,80,2,19,5,3,8,5,2,7,No
237,51,Travel_Frequently,1583,Research & Development,23,2,Marketing,1,237,1,Male,207,2,1,Research Director,1,Married,55143,5660,1,Y,No,0,4,4,80,0,12,0,2,10,0,10,8,Yes
238,25,Non-Travel,3406,Research & Development,29,2,Medical,1,238,1,Female,114,1,2,Manager,1,Divorced,21345,11089,9,Y,Yes,11,3,2,80,4,39,1,1,4,4,4,0,No
239,18,Non-Travel,4785,Sales,7,5,Human Resources,1,239,2,Female,287,2,4,Manager,3,Divorced,197645,5516,2,Y,Yes,11,4,4,80,1,32,1,1,0,1,0,1,No
240,51,Non-Travel,2576,Sales,10,4,Other,1,240,1,Female,327,2,5,Sales Executive,3,Married,139975,11522,6,Y,No,6,1,4,80,2,11,0,1,4,3,0,3,No
241,25,Non-Travel,2387,Research & Development,7,5,Technical Degree,1,241,2,Male,219,4,4,Research Scientist,1,Married,113497,10944,6,Y,No,11,4,4,80,3,32,2,1,2,0,1,0,No
242,49,Travel_Rarely,3777,Sales,1,2,Technical Degree,1,242,1,Female,178,3,5,Sales Representative,1,Divorced,174723,5156,1,Y,No,21,4,4,80,1,18,5,1,7,7,7,4,No
243,52,Travel_Rarely,2812,Research & Development,15,1,Life Sciences,1,243,4,Male,385,3,2,Research Director,1,Married,18283,16112,2,Y,No,9,4,4,80,0,36,5,4,0,1,1,1,Yes
244,50,Non-Travel,3418,Research & Development,2,2,Marketing,1,244,3,Female,398,1,3,Laboratory Technician,4,Married,112599,5189,6,Y,Yes,11,3,4,80,2,3,5,3,1,0,0,0,Yes
245,23,Travel_Rarely,1153,Research & Development,15,4,Other,1,245,3,Female,236,1,4,Research Director,1,Divorced,27170,2728,5,Y,No,12,4,3,80,4,6,6,2,5,3,0,5,Yes
246,49,Travel_Frequently,4470,Research & Development,26,1,Other,1,246,3,Male,247,3,1,Healthcare Representative,3,Married,184951,15173,3,Y,No,19,1,1,80,4,21,2,4,16,2,16,15,No
247,22,Travel_Rarely,3559,Research & Development,17,4,Human Resources,1,247,3,Male,109,2,5,Healthcare Representative,4,Married,142288,8978,7,Y,No,8,4,1,80,4,12,2,2,2,1,0,0,No
248,37,Travel_Rarely,3646,Sales,6,3,Human Resources,1,248,2,Male,307,2,1,Manager,1,Single,117547,8288,0,Y,No,7,3,4,80,3,35,3,4,13,6,10,0,No
249,26,Travel_Rarely,4204,Sales,1,1,Life Sciences,1,249,2,Female,252,1,4,Sales Representative,3,Married,77737,4959,6,Y,No,23,2,2,80,0,36,5,1,0,0,1,1,No
250,56,Non-Travel,1717,Research & Development,7,3,Technical Degree,1,250,2,Female,230,1,4,Laboratory Technician,4,Divorced,92158,14278,1,Y,No,10,4,4,80,1,17,6,4,3,1,2,3,No
251,19,Travel_Rarely,3617,Research & Development,23,3,Human Resources,1,251,2,Male,373,2,4,Healthcare Representative,1,Married,183597,2257,6,Y,No,8,3,1,80,1,19,1,3,0,0,1,1,No
252,20,Travel_Rarely,3938,Research & Development,14,1,Medical,1,252,4,Female,359,1,3,Manager,4,Married,30996,19947,5,Y,No,14,1,1,80,1,40,3,4,1,0,0,1,No
253,38,Travel_Rarely,2849,Sales,16,2,Marketing,1,253,2,Male,267,3,2,Sales Representative,2,Single,31556,15582,5,Y,Yes,5,4,4,80,4,14,0,4,18,0,17,7,No
254,30,Non-Travel,1364,Human Resources,12,2,Other,1,254,4,Male,107,4,4,Manager,1,Divorced,193831,18192,1,Y,No,7,2,2,80,2,18,5,4,4,3,3,1,No
255,56,Non-Travel,1117,Research & Development,10,3,Medical,1,255,4,Female,227,3,5,Laboratory Technician,2,Divorced,84178,17013,1,Y,No,0,4,2,80,2,25,5,2,6,1,5,3,No
256,34,Travel_Rarely,3483,Research & Development,22,5,Human Resources,1,256,3,Male,102,3,5,Research Director,1,Divorced,34976,14482,4,Y,No,12,3,2,80,4,2,4,2,2,0,1,0,No
257,47,Non-Travel,1523,Research & Development,16,3,Human Resources,1,257,2,Female,320,3,3,Healthcare Representative,4,Divorced,33500,10642,8,Y,No,10,4,2,80,2,31,6,3,4,1,4,3,No
258,21,Travel_Rarely,1167,Sales,15,3,Human Resources,1,258,2,Female,334,4,1,Sales Executive,3,Divorced,58009,6851,1,Y,Yes,11,1,2,80,2,11,6,4,1,0,1,0,No
259,51,Travel_Rarely,1106,Research & Development,10,1,Technical Degree,1,259,2,Female,154,3,2,Research Scientist,1,Single,57335,4656,7,Y,No,22,4,4,80,2,38,5,4,18,0,10,1,No
260,38,Travel_Frequently,1289,Research & Development,18,5,Technical Degree,1,260,3,Male,304,3,2,Manager,1,Single,43900,15071,1,Y,Yes,0,2,2,80,3,25,2,3,18,4,3,9,No
261,37,Travel_Rarely,2951,Research & Development,9,5,Other,1,261,3,Female,146,4,3,Manager,1,Divorced,44416,8106,6,Y,No,20,4,1,80,0,32,2,2,19,14,7,4,No
262,36,Travel_Frequently,4698,Human Resources,10,2,Other,1,262,3,Female,251,1,5,Human Resources,4,Single,124650,3477,8,Y,Yes,3,4,4,80,0,29,5,2,14,11,9,13,No
263,55,Non-Travel,1341,Sales,14,3,Marketing,1,263,2,Female,330,3,3,Sales Representative,4,Single,141974,8916,2,Y,Yes,2,3,1,80,3,34,0,2,2,0,1,0,No
264,48,Travel_Frequently,3765,Sales,13,3,Life Sciences,1,264,3,Male,169,1,2,Manager,4,Single,191352,2520,3,Y,No,0,2,4,80,1,15,3,3,14,13,10,13,No
265,23,Non-Travel,4026,Research & Development,23,4,Technical Degree,1,265,1,Female,110,4,5,Laboratory Technician,4,Single,131484,8597,4,Y,Yes,18,4,1,80,2,0,0,1,2,2,2,1,Yes
266,55,Travel_Frequently,3968,Human Resources,20,4,Medical,1,266,4,Male,370,1,4,Manager,1,Divorced,155307,12349,8,Y,No,2,3,4,80,3,7,3,4,19,19,11,14,No
267,28,Travel_Frequently,2389,Research & Development,20,4,Medical,1,267,2,Female,299,4,3,Research Scientist,4,Married,60384,7309,9,Y,No,6,3,1,80,3,8,1,2,4,1,1,4,No
268,49,Travel_Rarely,3772,Research & Development,6,2,Other,1,268,1,Male,132,3,4,Manager,1,Single,71530,9428,1,Y,Yes,17,2,4,80,2,21,6,3,9,5,0,8,No
269,50,Non-Travel,4992,Sales,4,5,Other,1,269,4,Male,387,1,5,Sales Executive,1,Single,185501,7473,1,Y,Yes,6,3,2,80,2,28,6,4,19,16,15,3,No
270,39,Travel_Rarely,2398,Sales,10,5,Medical,1,270,4,Male,236,3,4,Sales Representative,4,Married,42239,10042,2,Y,No,24,4,2,80,1,27,3,1,4,3,3,4,No
271,19,Non-Travel,2777,Research & Development,2,4,Life Sciences,1,271,1,Male,394,1,5,Healthcare Representative,1,Married,48164,15739,6,Y,No,21,3,3,80,2,0,6,3,1,1,0,1,Yes
272,52,Non-Travel,1151,Research & Development,18,3,Technical Degree,1,272,4,Male,366,3,2,Laboratory Technician,3,Single,172054,18766,8,Y,No,9,3,2,80,0,1,6,2,19,17,18,8,No
273,45,Travel_Frequently,4855,Sales,4,4,Marketing,1,273,3,Male,332,3,2,Sales Representative,3,Divorced,38951,19474,9,Y,No,7,3,3,80,2,36,5,3,16,4,12,16,No
274,38,Travel_Rarely,4393,Research & Development,14,1,Life Sciences,1,274,4,Male,317,2,4,Research Scientist,3,Single,162664,16619,1,Y,Yes,11,4,4,80,2,37,3,1,16,13,14,15,Yes
275,28,Travel_Rarely,2938,Research & Development,2,2,Other,1,275,2,Female,160,4,1,Manager,4,Single,142588,14110,9,Y,Yes,9,1,2,80,0,23,2,1,2,1,1,1,No
276,27,Travel_Frequently,3002,Research & Development,1,1,Other,1,276,3,Female,134,1,4,Laboratory Technician,3,Married,120561,12148,9,Y,Yes,14,3,4,80,3,38,1,2,9,2,8,7,Yes
277,27,Travel_Rarely,3215,Research & Development,2,4,Human Resources,1,277,4,Female,145,2,1,Manager,4,Divorced,33413,12120,8,Y,No,20,1,1,80,1,39,4,2,5,4,0,4,No
278,50,Non-Travel,4398,Research & Development,23,5,Technical Degree,1,278,1,Male,373,3,4,Manager,2,Divorced,41531,3474,7,Y,No,0,3,4,80,1,26,0,3,0,1,1,1,No
279,52,Travel_Rarely,3779,Sales,6,1,Other,1,279,1,Female,192,1,1,Sales Executive,3,Married,84803,14777,1,Y,Yes,10,2,4,80,2,16,3,2,5,0,0,1,No
280,55,Travel_Rarely,3265,Sales,14,1,Technical Degree,1,280,1,Male,308,2,1,Manager,4,Married,139231,5326,3,Y,No,24,2,3,80,4,26,3,3,7,1,3,2,Yes
